pid,vid,sid,mode,fixed_dev_mem,llm_dev_mem,fixed_reg_mem,llm_reg_mem
Compress,32,4,mem,0.0,0.0,0.0,0.0
Compress,32,5,mem,0.0,0.0,0.0,0.0
Compress,36,1,normal,0.0,0.0,54233.6,64681.6
Compress,36,2,normal,0.0,0.0,62614.4,53752.0
Compress,36,3,normal,143068300.8,120836896.0,55755.2,65204.8
Compress,36,4,normal,92132691.2,65494027.2,81748.8,63696.0
Compress,36,5,normal,148917734.4,118346707.2,75364.8,65025.6
Compress,36,1,time,102287064.0,118170950.4,67344.0,54358.4
Compress,36,2,time,0.0,0.0,58910.4,40606.4
Compress,36,3,time,0.0,0.0,58721.6,49113.6
Compress,36,4,time,0.0,0.0,58497.6,47737.6
Compress,36,5,time,114391944.0,94417352.0,63963.2,64649.6
Compress,36,1,mem,0.0,0.0,59987.2,45993.6
Compress,36,2,mem,0.0,0.0,95331.2,50958.4
Compress,36,3,mem,0.0,0.0,0.0,0.0
Compress,36,4,mem,140460648.0,146530561.6,53905.6,78908.8
Compress,36,5,mem,0.0,0.0,56123.2,52326.4
Compress,37,1,normal,0.0,0.0,0.0,0.0
Compress,37,2,normal,0.0,0.0,0.0,0.0
Compress,37,3,normal,0.0,0.0,0.0,0.0
Compress,37,4,normal,111680624.0,146945681.6,54369.6,64328.0
Compress,37,5,normal,0.0,0.0,0.0,0.0
Compress,37,1,time,0.0,0.0,0.0,0.0
Compress,37,2,time,0.0,0.0,0.0,0.0
Compress,37,3,time,0.0,0.0,0.0,0.0
Compress,37,4,time,0.0,0.0,0.0,0.0
Compress,37,5,time,0.0,0.0,0.0,0.0
Compress,37,1,mem,0.0,0.0,0.0,0.0
Compress,37,2,mem,0.0,0.0,0.0,0.0
Compress,37,3,mem,0.0,0.0,0.0,0.0
Compress,37,4,mem,0.0,0.0,0.0,0.0
Compress,37,5,mem,0.0,0.0,81478.4,69145.6
Compress,38,1,normal,90597809.6,115836950.4,78952.0,89633.6
Compress,38,2,normal,74503073.6,50375369.6,81691.2,86761.6
Compress,38,3,normal,120009059.2,117748884.8,90339.2,89460.8
Compress,38,4,normal,89576484.8,72331291.2,81228.8,92820.8
Compress,38,5,normal,152349377.6,146148129.6,94187.2,98171.2
Compress,38,1,time,138775526.4,143140798.4,0.0,0.0
Compress,38,2,time,50906856.0,68381043.2,86497.6,94414.4
Compress,38,3,time,68485920.0,126788552.0,86732.8,90387.2
Compress,38,4,time,0.0,0.0,0.0,0.0
Compress,38,5,time,101185404.8,76827753.6,92192.0,94449.6
Compress,38,1,mem,0.0,0.0,0.0,0.0
Compress,38,2,mem,0.0,0.0,0.0,0.0
Compress,38,3,mem,0.0,0.0,0.0,0.0
Compress,38,4,mem,98437550.4,100771204.8,94329.6,94352.0
Compress,38,5,mem,0.0,0.0,93204.8,82444.8
Compress,41,1,normal,0.0,0.0,0.0,0.0
Compress,41,2,normal,237558395.2,246525243.2,132163.2,89220.8
Compress,41,3,normal,184126387.2,233001028.8,74577.6,86870.4
Compress,41,4,normal,287336699.2,223863980.8,79328.0,86793.6
Compress,41,5,normal,257795668.8,257340476.8,117908.8,116804.8
Compress,41,1,time,0.0,0.0,126273.6,453848.0
Compress,41,2,time,240135800.0,231880643.2,113094.4,69160.0
Compress,41,3,time,0.0,0.0,82156.8,581156.8
Compress,41,4,time,245759020.8,264132328.0,100364.8,85968.0
Compress,41,5,time,0.0,0.0,103158.4,462830.4
Compress,41,1,mem,216153481.6,243725462.4,119339.2,72619.2
Compress,41,2,mem,246751400.0,238887752.0,124320.0,81203.2
Compress,41,3,mem,0.0,0.0,0.0,0.0
Compress,41,4,mem,246232003.2,238386507.2,102640.0,88729.6
Compress,41,5,mem,0.0,0.0,80136.0,335326.4
Compress,44,1,normal,0.0,0.0,0.0,0.0
Compress,44,2,normal,145841452.8,115030688.0,91598.4,87987.2
Compress,44,3,normal,164174092.8,177408659.2,89835.2,98620.8
Compress,44,4,normal,0.0,0.0,0.0,0.0
Compress,44,5,normal,0.0,0.0,0.0,0.0
Compress,44,1,time,0.0,0.0,0.0,0.0
Compress,44,2,time,0.0,0.0,0.0,0.0
Compress,44,3,time,0.0,0.0,0.0,0.0
Compress,44,4,time,0.0,0.0,0.0,0.0
Compress,44,5,time,0.0,0.0,0.0,0.0
Compress,44,1,mem,0.0,0.0,0.0,0.0
Compress,44,2,mem,0.0,0.0,0.0,0.0
Compress,44,3,mem,0.0,0.0,0.0,0.0
Compress,44,4,mem,0.0,0.0,0.0,0.0
Compress,44,5,mem,0.0,0.0,0.0,0.0
Compress,45,1,normal,164140062.4,155582846.4,78636.8,93760.0
Compress,45,2,normal,147471950.4,156271160.0,68865.6,78059.2
Compress,45,3,normal,180743486.4,133513676.8,76176.0,72635.2
Compress,45,4,normal,174606833.6,171183569.6,73124.8,72728.0
Compress,45,5,normal,130845982.4,155219596.8,76403.2,80993.6
Compress,45,1,time,0.0,0.0,0.0,0.0
Compress,45,2,time,149861398.4,125482588.8,73716.8,81059.2
Compress,45,3,time,0.0,0.0,0.0,0.0
Compress,45,4,time,0.0,0.0,0.0,0.0
Compress,45,5,time,0.0,0.0,0.0,0.0
Compress,45,1,mem,133481961.6,133062062.4,75620.8,73376.0
Compress,45,2,mem,131360852.8,149633603.2,83643.2,75196.8
Compress,45,3,mem,192325539.2,144333393.6,79739.2,79016.0
Compress,45,4,mem,128507640.0,131307369.6,72720.0,73395.2
Compress,45,5,mem,124549790.4,142542312.0,82542.4,68681.6
Compress,46,1,normal,242253633.6,262821771.2,110409.6,112139.2
Compress,46,2,normal,194312324.8,239037081.6,88636.8,112636.8
Compress,46,3,normal,251082179.2,249935920.0,112142.4,112838.4
Compress,46,4,normal,0.0,0.0,0.0,0.0
Compress,46,5,normal,188162281.6,198762460.8,94739.2,109017.6
Compress,46,1,time,224804220.8,181773833.6,104614.4,121043.2
Compress,46,2,time,193501680.0,259945513.6,113668.8,114081.6
Compress,46,3,time,198504721.6,181190156.8,107603.2,103692.8
Compress,46,4,time,197075766.4,237019307.2,117940.8,104400.0
Compress,46,5,time,0.0,0.0,0.0,0.0
Compress,46,1,mem,185688657.6,216338401.6,109851.2,110366.4
Compress,46,2,mem,222214060.8,225305214.4,128227.2,106940.8
Compress,46,3,mem,245717268.8,192914513.6,121308.8,112433.6
Compress,46,4,mem,0.0,0.0,0.0,0.0
Compress,46,5,mem,253145772.8,195893964.8,113180.8,115459.2
Compress,5,1,normal,263766.4,125758.4,107844.8,114510.4
Compress,5,2,normal,67888.0,309828.8,124683.2,112894.4
Compress,5,3,normal,242664.0,259222.4,124851.2,114475.2
Compress,5,4,normal,67808.0,260584.0,122892.8,111294.4
Compress,5,5,normal,84716.8,258051.2,124692.8,124627.2
Compress,5,1,time,84444.8,436020.8,111180.8,115272.0
Compress,5,2,time,251721.6,80552.0,114456.0,110982.4
Compress,5,3,time,0.0,0.0,0.0,0.0
Compress,5,4,time,79545.6,612163.2,112964.8,114628.8
Compress,5,5,time,0.0,0.0,121481.6,78385.6
Compress,5,1,mem,0.0,0.0,112750.4,67710.4
Compress,5,2,mem,302411.2,251172.8,114510.4,110947.2
Compress,5,3,mem,76297.6,73038.4,114324.8,114608.0
Compress,5,4,mem,314012.8,68028.8,112851.2,112676.8
Compress,5,5,mem,75737.6,122644.8,111180.8,112507.2
Compress,7,1,normal,97251.2,252907.2,105825.6,91051.2
Compress,7,2,normal,1534592.0,273292.8,87835.2,90033.6
Compress,7,3,normal,96528.0,286505.6,93081.6,94606.4
Compress,7,4,normal,0.0,0.0,0.0,0.0
Compress,7,5,normal,816736.0,270929.6,73083.2,76336.0
Compress,7,1,time,0.0,0.0,0.0,0.0
Compress,7,2,time,93140.8,805452.8,72721.6,69585.6
Compress,7,3,time,0.0,0.0,0.0,0.0
Compress,7,4,time,996776.0,87667.2,74851.2,93875.2
Compress,7,5,time,442980.8,99043.2,91091.2,90312.0
Compress,7,1,mem,989571.2,78724.8,91195.2,94852.8
Compress,7,2,mem,446766.4,440190.4,107904.0,73408.0
Compress,7,3,mem,0.0,0.0,0.0,0.0
Compress,7,4,mem,89948.8,277502.4,91112.0,76068.8
Compress,7,5,mem,97188.8,106342.4,97515.2,91417.6
Compress,8,1,normal,256427.2,272160.0,78209.6,67401.6
Compress,8,2,normal,253985.6,73820.8,77315.2,98800.0
Compress,8,3,normal,0.0,0.0,0.0,0.0
Compress,8,4,normal,83745.6,80688.0,73419.2,72531.2
Compress,8,5,normal,96888.0,89849.6,70955.2,71622.4
Compress,8,1,time,83899.2,83390.4,68190.4,78222.4
Compress,8,2,time,0.0,0.0,0.0,0.0
Compress,8,3,time,0.0,0.0,0.0,0.0
Compress,8,4,time,0.0,0.0,72422.4,105433.6
Compress,8,5,time,96737.6,89760.0,72944.0,72108.8
Compress,8,1,mem,86041.6,83747.2,78763.2,66352.0
Compress,8,2,mem,0.0,0.0,0.0,0.0
Compress,8,3,mem,0.0,0.0,0.0,0.0
Compress,8,4,mem,0.0,0.0,67860.8,100872.0
Compress,8,5,mem,0.0,0.0,78785.6,113787.2
Csv,10,1,normal,1608940.8,1624446.4,121470.4,146792.0
Csv,10,2,normal,1683998.4,1520707.2,129552.0,125950.4
Csv,10,3,normal,1628214.4,1564497.6,121220.8,140969.6
Csv,10,4,normal,1441846.4,1529553.6,128116.8,164483.2
Csv,10,5,normal,1438062.4,1426214.4,95012.8,125912.0
Csv,10,1,time,1541449.6,1403147.2,144292.8,135032.0
Csv,10,2,time,1511556.8,1511008.0,126108.8,149126.4
Csv,10,3,time,1561468.8,1655433.6,145353.6,155796.8
Csv,10,4,time,1572600.0,1550579.2,162187.2,142020.8
Csv,10,5,time,1515788.8,1671849.6,138158.4,136497.6
Csv,10,1,mem,1583801.6,1621363.2,149516.8,133355.2
Csv,10,2,mem,1619096.0,1473944.0,143028.8,182308.8
Csv,10,3,mem,1482744.0,1635276.8,133889.6,133572.8
Csv,10,4,mem,1590603.2,1704283.2,149072.0,158369.6
Csv,10,5,mem,0.0,0.0,0.0,0.0
Csv,11,1,normal,0.0,0.0,52139.2,57051.2
Csv,11,2,normal,0.0,0.0,0.0,0.0
Csv,11,3,normal,0.0,0.0,0.0,0.0
Csv,11,4,normal,1544902.4,1603673.6,91316.8,77598.4
Csv,11,5,normal,0.0,0.0,0.0,0.0
Csv,11,1,time,1573761.6,1512113.6,90900.8,84630.4
Csv,11,2,time,1598211.2,1468443.2,85384.0,82392.0
Csv,11,3,time,1718164.8,1496942.4,90502.4,72529.6
Csv,11,4,time,0.0,0.0,0.0,0.0
Csv,11,5,time,0.0,0.0,0.0,0.0
Csv,11,1,mem,0.0,0.0,0.0,0.0
Csv,11,2,mem,0.0,0.0,0.0,0.0
Csv,11,3,mem,0.0,0.0,0.0,0.0
Csv,11,4,mem,0.0,0.0,0.0,0.0
Csv,11,5,mem,0.0,0.0,0.0,0.0
Csv,12,1,normal,0.0,0.0,0.0,0.0
Csv,12,2,normal,0.0,0.0,0.0,0.0
Csv,12,3,normal,0.0,0.0,0.0,0.0
Csv,12,4,normal,0.0,0.0,0.0,0.0
Csv,12,5,normal,0.0,0.0,0.0,0.0
Csv,12,1,time,1519660.8,1601483.2,60323.2,59838.4
Csv,12,2,time,0.0,0.0,0.0,0.0
Csv,12,3,time,0.0,0.0,0.0,0.0
Csv,12,4,time,0.0,0.0,0.0,0.0
Csv,12,5,time,0.0,0.0,0.0,0.0
Csv,12,1,mem,0.0,0.0,0.0,0.0
Csv,12,2,mem,0.0,0.0,0.0,0.0
Csv,12,3,mem,0.0,0.0,0.0,0.0
Csv,12,4,mem,0.0,0.0,0.0,0.0
Csv,12,5,mem,0.0,0.0,0.0,0.0
Csv,14,1,normal,0.0,0.0,0.0,0.0
Csv,14,2,normal,4786993.6,4941723.2,82057.6,97411.2
Csv,14,3,normal,4886382.4,5088600.0,86371.2,80907.2
Csv,14,4,normal,4977931.2,4720796.8,75734.4,74870.4
Csv,14,5,normal,4891646.4,4833456.0,89569.6,89024.0
Csv,14,1,time,4850897.6,4981550.4,85790.4,93267.2
Csv,14,2,time,4904249.6,5196644.8,83739.2,93659.2
Csv,14,3,time,4888817.6,4929313.6,93987.2,98491.2
Csv,14,4,time,4939840.0,5019532.8,88171.2,82024.0
Csv,14,5,time,5009929.6,4926251.2,72699.2,87116.8
Csv,14,1,mem,0.0,0.0,0.0,0.0
Csv,14,2,mem,5095145.6,4821832.0,91270.4,95752.0
Csv,14,3,mem,0.0,0.0,0.0,0.0
Csv,14,4,mem,0.0,0.0,0.0,0.0
Csv,14,5,mem,0.0,0.0,0.0,0.0
Csv,15,1,normal,4787169.6,4912918.4,160817.6,161428.8
Csv,15,2,normal,4872817.6,4794321.6,163643.2,166310.4
Csv,15,3,normal,4937646.4,4722280.0,142790.4,153028.8
Csv,15,4,normal,4993504.0,5134865.6,159945.6,150776.0
Csv,15,5,normal,0.0,0.0,170512.0,120422.4
Csv,15,1,time,0.0,0.0,150920.0,105564.8
Csv,15,2,time,0.0,0.0,169811.2,147976.0
Csv,15,3,time,4820144.0,4902136.0,158908.8,171180.8
Csv,15,4,time,4830763.2,4941043.2,172228.8,168384.0
Csv,15,5,time,0.0,0.0,0.0,0.0
Csv,15,1,mem,0.0,0.0,143908.8,141747.2
Csv,15,2,mem,0.0,0.0,131070.4,126305.6
Csv,15,3,mem,4816070.4,4864064.0,160348.8,158150.4
Csv,15,4,mem,4809716.8,4729516.8,141444.8,148049.6
Csv,15,5,mem,4868076.8,4860620.8,120926.4,150459.2
Csv,1,1,normal,1688544.0,1731443.2,144270.4,139427.2
Csv,1,2,normal,1661120.0,1692387.2,141385.6,121870.4
Csv,1,3,normal,1657049.6,1689528.0,129024.0,136352.0
Csv,1,4,normal,1691844.8,1577609.6,135142.4,143889.6
Csv,1,5,normal,1795446.4,1393532.8,142700.8,144134.4
Csv,1,1,time,1644864.0,1631484.8,116249.6,140952.0
Csv,1,2,time,1766156.8,1706640.0,137659.2,140731.2
Csv,1,3,time,1725193.6,1698808.0,139128.0,138624.0
Csv,1,4,time,1737491.2,1819836.8,120315.2,133708.8
Csv,1,5,time,0.0,0.0,111172.8,152489.6
Csv,1,1,mem,1770444.8,1771225.6,136176.0,142784.0
Csv,1,2,mem,1810899.2,1742406.4,140073.6,135385.6
Csv,1,3,mem,0.0,0.0,137857.6,165771.2
Csv,1,4,mem,1557451.2,1651456.0,135737.6,144273.6
Csv,1,5,mem,1696640.0,1710776.0,140220.8,121200.0
Csv,2,1,normal,0.0,0.0,0.0,0.0
Csv,2,2,normal,1665635.2,1748177.6,94200.0,86427.2
Csv,2,3,normal,1749459.2,1781616.0,76075.2,80305.6
Csv,2,4,normal,0.0,0.0,0.0,0.0
Csv,2,5,normal,1677811.2,1678849.6,82379.2,86358.4
Csv,2,1,time,1692072.0,1786032.0,91931.2,86940.8
Csv,2,2,time,1736305.6,1734470.4,0.0,0.0
Csv,2,3,time,0.0,0.0,0.0,0.0
Csv,2,4,time,0.0,0.0,0.0,0.0
Csv,2,5,time,1625132.8,1494584.0,0.0,0.0
Csv,2,1,mem,1738201.6,1649990.4,0.0,0.0
Csv,2,2,mem,1590572.8,1565657.6,0.0,0.0
Csv,2,3,mem,1585312.0,1707216.0,84032.0,85376.0
Csv,2,4,mem,0.0,0.0,0.0,0.0
Csv,2,5,mem,1584652.8,1527835.2,0.0,0.0
Csv,3,1,normal,0.0,0.0,0.0,0.0
Csv,3,2,normal,1633321.6,1742715.2,84936.0,70409.6
Csv,3,3,normal,0.0,0.0,0.0,0.0
Csv,3,4,normal,1610620.8,1642876.8,75651.2,57049.6
Csv,3,5,normal,1645742.4,1693908.8,112716.8,48664.0
Csv,3,1,time,0.0,0.0,0.0,0.0
Csv,3,2,time,1798168.0,1852316.8,59481.6,104304.0
Csv,3,3,time,0.0,0.0,0.0,0.0
Csv,3,4,time,1762137.6,1664406.4,56152.0,69979.2
Csv,3,5,time,0.0,0.0,0.0,0.0
Csv,3,1,mem,0.0,0.0,0.0,0.0
Csv,3,2,mem,0.0,0.0,0.0,0.0
Csv,3,3,mem,0.0,0.0,0.0,0.0
Csv,3,4,mem,0.0,0.0,0.0,0.0
Csv,3,5,mem,0.0,0.0,0.0,0.0
Csv,4,1,normal,0.0,0.0,0.0,0.0
Csv,4,2,normal,0.0,0.0,0.0,0.0
Csv,4,3,normal,0.0,0.0,0.0,0.0
Csv,4,4,normal,0.0,0.0,0.0,0.0
Csv,4,5,normal,0.0,0.0,0.0,0.0
Csv,4,1,time,0.0,0.0,0.0,0.0
Csv,4,2,time,0.0,0.0,0.0,0.0
Csv,4,3,time,0.0,0.0,0.0,0.0
Csv,4,4,time,0.0,0.0,0.0,0.0
Csv,4,5,time,0.0,0.0,0.0,0.0
Csv,4,1,mem,0.0,0.0,0.0,0.0
Csv,4,2,mem,0.0,0.0,0.0,0.0
Csv,4,3,mem,0.0,0.0,0.0,0.0
Csv,4,4,mem,0.0,0.0,0.0,0.0
Csv,4,5,mem,0.0,0.0,0.0,0.0
Csv,5,1,normal,1602235.2,1579588.8,122289.6,118812.8
Csv,5,2,normal,1601580.8,1532528.0,131072.0,110176.0
Csv,5,3,normal,1626121.6,1457955.2,104865.6,109780.8
Csv,5,4,normal,1567964.8,1571902.4,111142.4,106113.6
Csv,5,5,normal,1440452.8,1568403.2,109051.2,135652.8
Csv,5,1,time,1606584.0,1543380.8,108075.2,137056.0
Csv,5,2,time,1481921.6,1651060.8,138814.4,159382.4
Csv,5,3,time,1643425.6,1525731.2,120313.6,158897.6
Csv,5,4,time,1581616.0,1717488.0,132353.6,102996.8
Csv,5,5,time,1565440.0,1572132.8,135536.0,126305.6
Csv,5,1,mem,1566467.2,1620360.0,128108.8,115448.0
Csv,5,2,mem,1610132.8,1685592.0,102232.0,110809.6
Csv,5,3,mem,1749982.4,1549825.6,125769.6,114337.6
Csv,5,4,mem,1494267.2,1590678.4,110617.6,140283.2
Csv,5,5,mem,0.0,0.0,0.0,0.0
Csv,6,1,normal,1507163.2,1594689.6,56542.4,49798.4
Csv,6,2,normal,1552774.4,1717920.0,46556.8,56180.8
Csv,6,3,normal,1410507.2,1613769.6,43588.8,52928.0
Csv,6,4,normal,1666025.6,1705726.4,56598.4,69140.8
Csv,6,5,normal,1637393.6,1541712.0,46497.6,53217.6
Csv,6,1,time,1536969.6,1750657.6,43440.0,60318.4
Csv,6,2,time,1484875.2,1663878.4,39956.8,61044.8
Csv,6,3,time,1575059.2,1466976.0,43272.0,66011.2
Csv,6,4,time,1476900.8,1768336.0,41832.0,51339.2
Csv,6,5,time,0.0,0.0,41219.2,73884.8
Csv,6,1,mem,1490496.0,1504945.6,66220.8,56238.4
Csv,6,2,mem,1704072.0,1724910.4,49990.4,92243.2
Csv,6,3,mem,1577931.2,1597824.0,49875.2,52921.6
Csv,6,4,mem,1577900.8,1591892.8,69801.6,72420.8
Csv,6,5,mem,1631409.6,1610772.8,46531.2,93006.4
Csv,9,1,normal,1522320.0,1551902.4,65412.8,73952.0
Csv,9,2,normal,1412745.6,1470824.0,69534.4,79196.8
Csv,9,3,normal,1625913.6,1586905.6,60782.4,72726.4
Csv,9,4,normal,1602755.2,1662089.6,75411.2,63859.2
Csv,9,5,normal,1576985.6,1685532.8,74969.6,65441.6
Csv,9,1,time,1508612.8,1516520.0,68774.4,65880.0
Csv,9,2,time,1591272.0,1542995.2,74510.4,68134.4
Csv,9,3,time,1558995.2,1621107.2,71028.8,68262.4
Csv,9,4,time,1433560.0,1543324.8,59532.8,74614.4
Csv,9,5,time,1533035.2,1547688.0,61145.6,63142.4
Csv,9,1,mem,0.0,0.0,0.0,0.0
Csv,9,2,mem,1632940.8,1534227.2,76574.4,63513.6
Csv,9,3,mem,1699673.6,1491510.4,69419.2,71115.2
Csv,9,4,mem,1605014.4,1643449.6,72366.4,63811.2
Csv,9,5,mem,1534860.8,1556688.0,69049.6,65867.2
Jsoup,10,1,normal,0.0,0.0,0.0,0.0
Jsoup,10,2,normal,366622.4,320804.8,66720.0,63382.4
Jsoup,10,3,normal,385123.2,463766.4,66606.4,64062.4
Jsoup,10,4,normal,426640.0,387241.6,66342.4,64168.0
Jsoup,10,5,normal,383323.2,498032.0,67531.2,66289.6
Jsoup,10,1,time,0.0,0.0,64732.8,70526.4
Jsoup,10,2,time,0.0,0.0,60974.4,53892.8
Jsoup,10,3,time,313672.0,393385.6,65379.2,86216.0
Jsoup,10,4,time,0.0,0.0,0.0,0.0
Jsoup,10,5,time,0.0,0.0,60441.6,53241.6
Jsoup,10,1,mem,407664.0,401622.4,62665.6,68369.6
Jsoup,10,2,mem,0.0,0.0,0.0,0.0
Jsoup,10,3,mem,0.0,0.0,0.0,0.0
Jsoup,10,4,mem,0.0,0.0,0.0,0.0
Jsoup,10,5,mem,0.0,0.0,64144.0,71483.2
Jsoup,13,1,normal,0.0,0.0,92403.2,105105.6
Jsoup,13,2,normal,74945.6,67936.0,78209.6,61316.8
Jsoup,13,3,normal,0.0,0.0,71569.6,94496.0
Jsoup,13,4,normal,83920.0,95713.6,75307.2,78169.6
Jsoup,13,5,normal,79436.8,96260.8,200905.6,75987.2
Jsoup,13,1,time,74518.4,70987.2,189403.2,70859.2
Jsoup,13,2,time,81364.8,86075.2,68459.2,75662.4
Jsoup,13,3,time,0.0,0.0,71536.0,113697.6
Jsoup,13,4,time,85100.8,86203.2,87348.8,68561.6
Jsoup,13,5,time,0.0,0.0,70444.8,85651.2
Jsoup,13,1,mem,80059.2,66611.2,77028.8,204004.8
Jsoup,13,2,mem,0.0,0.0,61523.2,93995.2
Jsoup,13,3,mem,0.0,0.0,76691.2,95801.6
Jsoup,13,4,mem,0.0,0.0,68372.8,95484.8
Jsoup,13,5,mem,0.0,0.0,84371.2,97683.2
Jsoup,17,1,normal,0.0,0.0,0.0,0.0
Jsoup,17,2,normal,0.0,0.0,0.0,0.0
Jsoup,17,3,normal,0.0,0.0,0.0,0.0
Jsoup,17,4,normal,0.0,0.0,0.0,0.0
Jsoup,17,5,normal,0.0,0.0,0.0,0.0
Jsoup,17,1,time,0.0,0.0,0.0,0.0
Jsoup,17,2,time,0.0,0.0,0.0,0.0
Jsoup,17,3,time,0.0,0.0,0.0,0.0
Jsoup,17,4,time,0.0,0.0,0.0,0.0
Jsoup,17,5,time,112174.4,164064.0,28086.4,33102.4
Jsoup,17,1,mem,0.0,0.0,0.0,0.0
Jsoup,17,2,mem,0.0,0.0,0.0,0.0
Jsoup,17,3,mem,0.0,0.0,0.0,0.0
Jsoup,17,4,mem,0.0,0.0,0.0,0.0
Jsoup,17,5,mem,0.0,0.0,0.0,0.0
Jsoup,19,1,normal,133529.6,120180.8,124332.8,117612.8
Jsoup,19,2,normal,115457.6,121196.8,119740.8,107582.4
Jsoup,19,3,normal,104540.8,96670.4,126326.4,110000.0
Jsoup,19,4,normal,112900.8,119523.2,111574.4,121841.6
Jsoup,19,5,normal,110524.8,134228.8,109619.2,116694.4
Jsoup,19,1,time,129683.2,108387.2,117315.2,106361.6
Jsoup,19,2,time,0.0,0.0,127249.6,65227.2
Jsoup,19,3,time,0.0,0.0,120036.8,62635.2
Jsoup,19,4,time,0.0,0.0,0.0,0.0
Jsoup,19,5,time,0.0,0.0,0.0,0.0
Jsoup,19,1,mem,0.0,0.0,111048.0,71779.2
Jsoup,19,2,mem,0.0,0.0,118193.6,68204.8
Jsoup,19,3,mem,130724.8,117865.6,91784.0,111939.2
Jsoup,19,4,mem,0.0,0.0,0.0,0.0
Jsoup,19,5,mem,133462.4,93782.4,117033.6,100360.0
Jsoup,1,1,normal,122712.0,64536.0,63934.4,57705.6
Jsoup,1,2,normal,114537.6,44284.8,52270.4,56660.8
Jsoup,1,3,normal,0.0,0.0,0.0,0.0
Jsoup,1,4,normal,51537.6,56163.2,52448.0,58827.2
Jsoup,1,5,normal,0.0,0.0,0.0,0.0
Jsoup,1,1,time,0.0,0.0,0.0,0.0
Jsoup,1,2,time,0.0,0.0,0.0,0.0
Jsoup,1,3,time,47638.4,109764.8,43756.8,57251.2
Jsoup,1,4,time,64606.4,52590.4,63227.2,55918.4
Jsoup,1,5,time,0.0,0.0,0.0,0.0
Jsoup,1,1,mem,50796.8,47033.6,52926.4,55612.8
Jsoup,1,2,mem,0.0,0.0,0.0,0.0
Jsoup,1,3,mem,0.0,0.0,0.0,0.0
Jsoup,1,4,mem,0.0,0.0,0.0,0.0
Jsoup,1,5,mem,0.0,0.0,0.0,0.0
Jsoup,20,1,normal,65529.6,73272.0,84356.8,81558.4
Jsoup,20,2,normal,62969.6,63438.4,100907.2,66073.6
Jsoup,20,3,normal,60328.0,83958.4,81392.0,85328.0
Jsoup,20,4,normal,81908.8,87483.2,0.0,0.0
Jsoup,20,5,normal,62948.8,68049.6,0.0,0.0
Jsoup,20,1,time,70752.0,62481.6,73012.8,88078.4
Jsoup,20,2,time,61230.4,77185.6,0.0,0.0
Jsoup,20,3,time,81608.0,63800.0,70238.4,73828.8
Jsoup,20,4,time,72862.4,88313.6,0.0,0.0
Jsoup,20,5,time,66406.4,70366.4,0.0,0.0
Jsoup,20,1,mem,60097.6,64281.6,76188.8,83046.4
Jsoup,20,2,mem,72641.6,75696.0,70481.6,54030.4
Jsoup,20,3,mem,68705.6,61019.2,92472.0,95494.4
Jsoup,20,4,mem,0.0,0.0,0.0,0.0
Jsoup,20,5,mem,54980.8,61512.0,0.0,0.0
Jsoup,24,1,normal,202318.4,226934.4,58777.6,58939.2
Jsoup,24,2,normal,263088.0,219089.6,50912.0,48075.2
Jsoup,24,3,normal,226508.8,180774.4,47379.2,47480.0
Jsoup,24,4,normal,0.0,0.0,50766.4,135971.2
Jsoup,24,5,normal,298923.2,222574.4,47441.6,45870.4
Jsoup,24,1,time,0.0,0.0,0.0,0.0
Jsoup,24,2,time,200452.8,203574.4,51456.0,58779.2
Jsoup,24,3,time,203027.2,197523.2,47712.0,47500.8
Jsoup,24,4,time,209000.0,268091.2,53496.0,51054.4
Jsoup,24,5,time,246648.0,225624.0,51166.4,54982.4
Jsoup,24,1,mem,228888.0,152040.0,51420.8,49811.2
Jsoup,24,2,mem,245289.6,188310.4,48233.6,50734.4
Jsoup,24,3,mem,0.0,0.0,54716.8,160635.2
Jsoup,24,4,mem,0.0,0.0,54208.0,157169.6
Jsoup,24,5,mem,0.0,0.0,50876.8,131227.2
Jsoup,25,1,normal,0.0,0.0,0.0,0.0
Jsoup,25,2,normal,0.0,0.0,0.0,0.0
Jsoup,25,3,normal,0.0,0.0,0.0,0.0
Jsoup,25,4,normal,0.0,0.0,0.0,0.0
Jsoup,25,5,normal,0.0,0.0,0.0,0.0
Jsoup,25,1,time,0.0,0.0,0.0,0.0
Jsoup,25,2,time,0.0,0.0,0.0,0.0
Jsoup,25,3,time,167574.4,222465.6,61001.6,37654.4
Jsoup,25,4,time,0.0,0.0,0.0,0.0
Jsoup,25,5,time,0.0,0.0,0.0,0.0
Jsoup,25,1,mem,0.0,0.0,0.0,0.0
Jsoup,25,2,mem,214601.6,255705.6,57366.4,43798.4
Jsoup,25,3,mem,0.0,0.0,0.0,0.0
Jsoup,25,4,mem,0.0,0.0,0.0,0.0
Jsoup,25,5,mem,0.0,0.0,0.0,0.0
Jsoup,26,1,normal,114003.2,148308.8,103889.6,95059.2
Jsoup,26,2,normal,149176.0,142668.8,109136.0,99504.0
Jsoup,26,3,normal,124422.4,132465.6,98374.4,98649.6
Jsoup,26,4,normal,120854.4,130700.8,105244.8,91164.8
Jsoup,26,5,normal,132462.4,159977.6,96294.4,106441.6
Jsoup,26,1,time,86422.4,137832.0,99803.2,95721.6
Jsoup,26,2,time,0.0,0.0,0.0,0.0
Jsoup,26,3,time,97126.4,186510.4,99489.6,100353.6
Jsoup,26,4,time,135523.2,133153.6,101406.4,92547.2
