pid,vid,sid,mode,fixed_dev_time,llm_dev_time,fixed_reg_time,llm_reg_time
Compress,26,1,normal,4.912781476974487,5.147887468338013,2.451205253601074,2.308763790130615
Compress,26,2,normal,4.908364868164062,5.134821987152099,2.3275399208068848,2.3222591876983643
Compress,26,3,normal,5.159054374694824,4.888868570327759,2.353109884262085,2.294613790512085
Compress,26,4,normal,0.0,0.0,0.0,0.0
Compress,26,5,normal,4.868333625793457,4.850510740280152,2.439948320388794,2.3286764144897463
Compress,26,1,time,0.0,0.0,0.0,0.0
Compress,26,2,time,4.927949380874634,4.80563440322876,2.374132776260376,2.3240481853485107
Compress,26,3,time,4.810921764373779,5.453962135314941,2.2924479961395265,2.3245144844055177
Compress,26,4,time,5.058562088012695,4.959379529953003,2.3388936042785646,2.3127367973327635
Compress,26,5,time,4.753608179092407,5.272529554367066,2.329875612258911,2.3679279327392577
Compress,26,1,mem,4.93968563079834,5.0323793411254885,2.378954839706421,2.349606084823608
Compress,26,2,mem,0.0,0.0,2.4487209796905516,2.6083969116210937
Compress,26,3,mem,4.92329478263855,5.227953290939331,2.391693687438965,2.327772331237793
Compress,26,4,mem,4.775468063354492,4.894184017181397,2.32084174156189,2.307828092575073
Compress,26,5,mem,5.192506933212281,5.0211097240448,2.314198875427246,2.309616804122925
Compress,27,1,normal,0.0,0.0,2.5459561347961426,2.5991641998291017
Compress,27,2,normal,0.0,0.0,0.0,0.0
Compress,27,3,normal,4.880438899993896,4.862008333206177,2.415876007080078,2.4212060928344727
Compress,27,4,normal,4.868914794921875,4.937200212478638,2.4715009212493895,2.433495044708252
Compress,27,5,normal,0.0,0.0,0.0,0.0
Compress,27,1,time,0.0,0.0,0.0,0.0
Compress,27,2,time,4.765282726287841,4.916034317016601,0.0,0.0
Compress,27,3,time,4.8830467700958256,4.893028020858765,2.446275329589844,2.419172191619873
Compress,27,4,time,4.857510566711426,5.060486650466919,2.4189596652984617,2.4481256008148193
Compress,27,5,time,4.843500995635987,4.826067972183227,2.437592887878418,2.4358755111694337
Compress,27,1,mem,5.044325876235962,4.827108860015869,2.4239389896392822,2.4305374145507814
Compress,27,2,mem,0.0,0.0,0.0,0.0
Compress,27,3,mem,0.0,0.0,2.5289564609527586,2.6538460731506346
Compress,27,4,mem,4.971885299682617,4.921660232543945,2.500326061248779,2.4239917755126954
Compress,27,5,mem,4.792009544372559,4.825600004196167,2.4517820358276365,2.420967388153076
Compress,28,1,normal,4.77134861946106,5.392056703567505,2.5362407207489013,2.5942808628082275
Compress,28,2,normal,4.861758899688721,4.985705327987671,2.5421896457672117,2.5823898792266844
Compress,28,3,normal,4.772146606445313,5.430842924118042,2.6675969123840333,2.548944044113159
Compress,28,4,normal,5.093137264251709,5.01249885559082,2.556181764602661,2.571869230270386
Compress,28,5,normal,4.979312181472778,4.781428289413452,2.5548308372497557,2.577027416229248
Compress,28,1,time,0.0,0.0,2.679301643371582,2.6968656539916993
Compress,28,2,time,5.24308934211731,4.833348226547241,2.5653210163116453,2.554164457321167
Compress,28,3,time,4.794768524169922,5.272473335266113,2.548136281967163,2.5690024852752686
Compress,28,4,time,4.878320121765137,4.954609727859497,2.640283489227295,2.5705769538879393
Compress,28,5,time,4.782337760925293,5.010805559158325,2.571201801300049,2.560447597503662
Compress,28,1,mem,4.918907499313354,4.884794569015503,2.56898717880249,2.5638925552368166
Compress,28,2,mem,5.276869440078736,4.8416486263275145,2.6300671100616455,2.56767897605896
Compress,28,3,mem,4.827508735656738,5.247293901443482,2.6479207992553713,2.615985298156738
Compress,28,4,mem,5.286634874343872,4.758652544021606,2.543457365036011,2.554877758026123
Compress,28,5,mem,4.785969018936157,5.535727024078369,2.7031765460968016,2.568651723861694
Compress,30,1,normal,8.032437658309936,8.051789236068725,2.341485023498535,2.343564033508301
Compress,30,2,normal,8.057262659072876,8.005327939987183,2.33406777381897,2.34536452293396
Compress,30,3,normal,7.978299474716186,8.707197666168213,2.366894006729126,2.326317024230957
Compress,30,4,normal,8.010634899139404,8.30430965423584,2.3295746803283692,2.3731876850128173
Compress,30,5,normal,7.968608474731445,8.146715259552002,2.353423309326172,2.3406386852264403
Compress,30,1,time,7.956244277954101,8.2900221824646,2.322411298751831,2.3256364822387696
Compress,30,2,time,8.001368474960326,8.169442558288575,2.3411934852600096,2.326865291595459
Compress,30,3,time,8.091307067871094,8.199849128723145,2.354498529434204,2.3260738849639893
Compress,30,4,time,7.994872045516968,8.15546383857727,2.3368131160736083,2.3357950687408446
Compress,30,5,time,8.02256212234497,8.219833040237427,2.3571102619171143,2.323097085952759
Compress,30,1,mem,8.00720796585083,8.176986074447631,2.3364326477050783,2.3451650619506834
Compress,30,2,mem,8.014999675750733,8.183142566680909,2.348422718048096,2.3274959564208983
Compress,30,3,mem,8.006466102600097,8.188701009750366,2.3347020626068113,2.34126501083374
Compress,30,4,mem,8.023117971420287,8.21279067993164,2.3599571228027343,2.3399179458618162
Compress,30,5,mem,8.006715202331543,8.229519271850586,2.332328224182129,2.3274283409118652
Compress,31,1,normal,8.070187950134278,7.925318717956543,2.416797924041748,2.4063034057617188
Compress,31,2,normal,8.14780330657959,7.886311674118042,2.428429698944092,2.415300226211548
Compress,31,3,normal,0.0,0.0,2.713099956512451,2.586767053604126
Compress,31,4,normal,8.761420631408692,7.952383947372437,2.4318100929260256,2.4207534790039062
Compress,31,5,normal,0.0,0.0,2.614246892929077,2.5627458572387694
Compress,31,1,time,0.0,0.0,2.7598084926605226,2.566748094558716
Compress,31,2,time,0.0,0.0,0.0,0.0
Compress,31,3,time,0.0,0.0,2.557209920883179,2.629463481903076
Compress,31,4,time,0.0,0.0,2.5552383422851563,2.6532281398773194
Compress,31,5,time,0.0,0.0,2.5878923892974854,2.689168167114258
Compress,31,1,mem,7.9683068752288815,8.548341846466064,2.430361843109131,2.427539825439453
Compress,31,2,mem,0.0,0.0,2.578902816772461,2.921009397506714
Compress,31,3,mem,0.0,0.0,0.0,0.0
Compress,31,4,mem,0.0,0.0,0.0,0.0
Compress,31,5,mem,8.017482709884643,8.553985834121704,2.411056661605835,2.4193254947662353
Compress,32,1,normal,8.515627241134643,7.943109703063965,2.6183071613311766,2.6079952239990236
Compress,32,2,normal,8.134124183654786,7.979868936538696,2.5913631439208986,2.6293529987335207
Compress,32,3,normal,8.282709121704102,8.061894798278809,2.607024574279785,2.614430379867554
Compress,32,4,normal,8.000633382797242,8.237525987625123,2.605357551574707,2.606218719482422
Compress,32,5,normal,0.0,0.0,0.0,0.0
Compress,32,1,time,0.0,0.0,0.0,0.0
Compress,32,2,time,0.0,0.0,2.889990282058716,2.8025651931762696
Compress,32,3,time,0.0,0.0,0.0,0.0
Compress,32,4,time,0.0,0.0,0.0,0.0
Compress,32,5,time,0.0,0.0,0.0,0.0
Compress,32,1,mem,0.0,0.0,2.767451524734497,3.063047409057617
Compress,32,2,mem,8.496493911743164,8.04886736869812,2.6040400505065917,2.6131269454956056
Compress,32,3,mem,0.0,0.0,0.0,0.0
Compress,32,4,mem,0.0,0.0,0.0,0.0
Compress,32,5,mem,0.0,0.0,0.0,0.0
Compress,36,1,normal,0.0,0.0,2.6846266746520997,2.968109941482544
Compress,36,2,normal,0.0,0.0,2.6697237491607666,2.9418479442596435
Compress,36,3,normal,7.780395364761352,8.318330097198487,2.473036289215088,2.461807298660278
Compress,36,4,normal,7.9720722198486325,8.332079696655274,2.4689539432525636,2.5396449089050295
Compress,36,5,normal,7.767619371414185,8.272860383987426,2.4849684715270994,2.4493988513946534
Compress,36,1,time,7.710201740264893,8.4146719455719,2.4711191654205322,2.4583941459655763
Compress,36,2,time,0.0,0.0,2.6639081478118896,2.6953554153442383
Compress,36,3,time,0.0,0.0,2.7998042583465574,2.8026983737945557
Compress,36,4,time,0.0,0.0,2.6264445781707764,2.7848956108093263
Compress,36,5,time,7.7444854259490965,8.265236377716064,2.4843373775482176,2.4570701122283936
Compress,36,1,mem,0.0,0.0,2.691154193878174,2.9057830810546874
Compress,36,2,mem,0.0,0.0,2.7294395923614503,2.7059677124023436
Compress,36,3,mem,0.0,0.0,0.0,0.0
Compress,36,4,mem,7.701183748245239,8.268831539154053,2.4843483448028563,2.496914339065552
Compress,36,5,mem,0.0,0.0,2.6930644035339357,2.8079944133758543
Compress,37,1,normal,0.0,0.0,0.0,0.0
Compress,37,2,normal,0.0,0.0,0.0,0.0
Compress,37,3,normal,0.0,0.0,0.0,0.0
Compress,37,4,normal,7.768251228332519,8.076574087142944,2.6106163024902345,2.597917938232422
Compress,37,5,normal,0.0,0.0,0.0,0.0
Compress,37,1,time,0.0,0.0,0.0,0.0
Compress,37,2,time,0.0,0.0,0.0,0.0
Compress,37,3,time,0.0,0.0,0.0,0.0
Compress,37,4,time,0.0,0.0,0.0,0.0
Compress,37,5,time,0.0,0.0,0.0,0.0
Compress,37,1,mem,0.0,0.0,0.0,0.0
Compress,37,2,mem,0.0,0.0,0.0,0.0
Compress,37,3,mem,0.0,0.0,0.0,0.0
Compress,37,4,mem,0.0,0.0,0.0,0.0
Compress,37,5,mem,0.0,0.0,3.131785583496094,2.801937198638916
Compress,38,1,normal,7.948503541946411,8.219558620452881,2.735764169692993,2.6863423347473145
Compress,38,2,normal,7.730191612243653,7.848141860961914,2.713983964920044,2.717376470565796
Compress,38,3,normal,7.727666902542114,7.759867906570435,2.69292950630188,2.6947083473205566
Compress,38,4,normal,8.403346395492553,7.693338108062744,2.7058125495910645,2.715823698043823
Compress,38,5,normal,7.831595706939697,7.796306800842285,2.7145135402679443,2.691436290740967
Compress,38,1,time,7.746424198150635,7.744491624832153,0.0,0.0
Compress,38,2,time,7.756037378311158,8.475369644165038,2.694611406326294,2.6920034408569338
Compress,38,3,time,7.734086894989014,7.973611736297608,2.6846835136413576,2.699733781814575
Compress,38,4,time,0.0,0.0,0.0,0.0
Compress,38,5,time,7.762250566482544,8.075637054443359,2.68455114364624,2.6985496520996093
Compress,38,1,mem,0.0,0.0,0.0,0.0
Compress,38,2,mem,0.0,0.0,0.0,0.0
Compress,38,3,mem,0.0,0.0,0.0,0.0
Compress,38,4,mem,8.198705339431763,7.786500787734985,2.700732707977295,2.736371374130249
Compress,38,5,mem,0.0,0.0,3.4025482177734374,2.8385292530059814
Compress,41,1,normal,0.0,0.0,0.0,0.0
Compress,41,2,normal,7.9671488285064695,8.340860509872437,2.621521329879761,2.655875825881958
Compress,41,3,normal,8.083121490478515,8.201239585876465,2.6483675479888915,2.7094411849975586
Compress,41,4,normal,8.044155263900757,8.197556972503662,2.6601967334747316,2.65659236907959
Compress,41,5,normal,7.917949104309082,8.22757339477539,2.6542868614196777,2.615837287902832
Compress,41,1,time,0.0,0.0,2.964129018783569,2.81053786277771
Compress,41,2,time,7.9954142570495605,8.197225332260132,2.632210302352905,2.6302048683166506
Compress,41,3,time,0.0,0.0,2.796209478378296,3.0077465534210206
Compress,41,4,time,8.151899814605713,7.950796699523925,2.582427215576172,2.6523156642913817
Compress,41,5,time,0.0,0.0,2.9295785903930662,2.796758460998535
Compress,41,1,mem,7.93263840675354,8.391588878631591,2.6172311782836912,2.6397408485412597
Compress,41,2,mem,8.052043581008911,8.09204535484314,2.6349682331085207,2.6416783332824707
Compress,41,3,mem,0.0,0.0,0.0,0.0
Compress,41,4,mem,8.08315281867981,7.976443815231323,2.6583635807037354,2.611492156982422
Compress,41,5,mem,0.0,0.0,2.810371494293213,2.8694224834442137
Compress,44,1,normal,0.0,0.0,0.0,0.0
Compress,44,2,normal,20.994169569015504,20.97469973564148,2.352774715423584,2.361785316467285
Compress,44,3,normal,20.878265190124512,21.578784799575807,2.3497634410858153,2.3383113861083986
Compress,44,4,normal,0.0,0.0,0.0,0.0
Compress,44,5,normal,0.0,0.0,0.0,0.0
Compress,44,1,time,0.0,0.0,0.0,0.0
Compress,44,2,time,0.0,0.0,0.0,0.0
Compress,44,3,time,0.0,0.0,0.0,0.0
Compress,44,4,time,0.0,0.0,0.0,0.0
Compress,44,5,time,0.0,0.0,0.0,0.0
Compress,44,1,mem,0.0,0.0,0.0,0.0
Compress,44,2,mem,0.0,0.0,0.0,0.0
Compress,44,3,mem,0.0,0.0,0.0,0.0
Compress,44,4,mem,0.0,0.0,0.0,0.0
Compress,44,5,mem,0.0,0.0,0.0,0.0
Compress,45,1,normal,21.06885600090027,21.592410850524903,2.4455917835235597,2.454095458984375
Compress,45,2,normal,22.045626640319824,21.18846664428711,2.4570945739746093,2.468048858642578
Compress,45,3,normal,20.955924034118652,20.937972402572633,2.4368314266204836,2.4281612396240235
Compress,45,4,normal,21.056370067596436,20.923298835754395,2.466766834259033,2.4308865547180174
Compress,45,5,normal,20.940753602981566,20.892672729492187,2.4368690967559816,2.4625758647918703
Compress,45,1,time,0.0,0.0,0.0,0.0
Compress,45,2,time,21.029846811294554,20.961136436462404,2.464828681945801,2.4374435424804686
Compress,45,3,time,0.0,0.0,0.0,0.0
Compress,45,4,time,0.0,0.0,0.0,0.0
Compress,45,5,time,0.0,0.0,0.0,0.0
Compress,45,1,mem,20.898137187957765,20.948588609695435,2.44212007522583,2.462361145019531
Compress,45,2,mem,20.95524344444275,20.83901414871216,2.441708278656006,2.4402536869049074
Compress,45,3,mem,21.008045625686645,20.825931787490845,2.458738374710083,2.4472789764404297
Compress,45,4,mem,21.038805437088012,21.191076898574828,2.460853672027588,2.4375580310821534
Compress,45,5,mem,20.915393447875978,20.897404050827028,2.438764238357544,2.458322811126709
Compress,46,1,normal,20.448646593093873,21.068542385101317,2.5397458553314207,2.545977735519409
Compress,46,2,normal,20.474219512939452,21.03848295211792,2.551102542877197,2.548797130584717
Compress,46,3,normal,20.31724610328674,20.37866277694702,2.561282444000244,2.560155820846558
Compress,46,4,normal,0.0,0.0,0.0,0.0
Compress,46,5,normal,20.41178674697876,20.522176265716553,2.543847608566284,2.539691686630249
Compress,46,1,time,20.549341106414794,20.34983868598938,2.5625943660736086,2.574332618713379
Compress,46,2,time,20.529872035980226,20.670819997787476,2.5493321418762207,2.549609327316284
Compress,46,3,time,20.43401598930359,20.54874691963196,2.5371072769165037,2.552722358703613
Compress,46,4,time,20.40057520866394,20.894958543777467,2.5600568294525146,2.568119239807129
Compress,46,5,time,0.0,0.0,0.0,0.0
Compress,46,1,mem,20.422851467132567,20.62394223213196,2.5519296646118166,2.5452457427978517
Compress,46,2,mem,20.59452352523804,20.74221076965332,2.570017194747925,2.549611759185791
Compress,46,3,mem,20.580274152755738,20.454423904418945,2.5588854789733886,2.5682466506958006
Compress,46,4,mem,0.0,0.0,0.0,0.0
Compress,46,5,mem,20.504685354232787,20.30073266029358,2.5447881698608397,2.5656317234039308
Compress,5,1,normal,1.6217352867126464,1.774053955078125,2.341352939605713,2.342791938781738
Compress,5,2,normal,1.5918911933898925,1.6060989379882813,2.5002537250518797,2.3084449768066406
Compress,5,3,normal,1.643747329711914,1.6299248218536377,2.3341325759887694,2.35491623878479
Compress,5,4,normal,1.6667472839355468,1.843411636352539,2.354714822769165,2.3314116954803468
Compress,5,5,normal,1.6095565795898437,1.858790683746338,2.348205232620239,2.3440056324005125
Compress,5,1,time,1.6287243843078614,1.6238950729370116,2.3824815273284914,2.45562801361084
Compress,5,2,time,1.6099621772766113,1.7838644504547119,2.3478037834167482,2.33200888633728
Compress,5,3,time,0.0,0.0,0.0,0.0
Compress,5,4,time,1.7625470161437988,1.6020596981048585,2.355884552001953,2.4342154979705812
Compress,5,5,time,0.0,0.0,2.449913263320923,2.44740891456604
Compress,5,1,mem,0.0,0.0,2.4273011684417725,2.4117704391479493
Compress,5,2,mem,1.62461519241333,1.7166866779327392,2.3371349334716798,2.3420791149139406
Compress,5,3,mem,1.595634937286377,1.6066072463989258,2.353117322921753,2.4714717864990234
Compress,5,4,mem,1.6057636260986328,1.6170680046081543,2.5394445419311524,2.3428165435791017
Compress,5,5,mem,1.616756010055542,1.8638432025909424,2.3812413692474363,2.381034421920776
Compress,7,1,normal,1.6697624683380128,1.662424421310425,2.3689035892486574,2.294813108444214
Compress,7,2,normal,1.6962764263153076,1.635695791244507,2.3245654106140137,2.2904448986053465
Compress,7,3,normal,1.6585213661193847,1.639592695236206,2.3157809257507322,2.3427882194519043
Compress,7,4,normal,0.0,0.0,0.0,0.0
Compress,7,5,normal,1.8142701148986817,1.6569180011749267,2.328415107727051,2.291797161102295
Compress,7,1,time,0.0,0.0,0.0,0.0
Compress,7,2,time,1.641927719116211,1.669782543182373,2.6622106552124025,2.274227523803711
Compress,7,3,time,0.0,0.0,0.0,0.0
Compress,7,4,time,1.6270973205566406,1.8103359699249268,2.2890543937683105,2.2773365020751952
Compress,7,5,time,1.63071665763855,1.8203681468963624,2.2892454147338865,2.2767470836639405
Compress,7,1,mem,1.662372875213623,1.6644028186798097,2.4999293804168703,2.2836039066314697
Compress,7,2,mem,1.6688721179962158,1.6565782070159911,2.4839766025543213,2.277215909957886
Compress,7,3,mem,0.0,0.0,0.0,0.0
Compress,7,4,mem,1.900705623626709,1.6761833667755126,2.283683443069458,2.2921316146850588
Compress,7,5,mem,1.646318006515503,1.6537358283996582,2.2978747844696046,2.3057296752929686
Compress,8,1,normal,1.6446697235107421,1.6387653827667237,2.322095203399658,2.3491565227508544
Compress,8,2,normal,1.6325544834136962,1.8764356613159179,2.3626777648925783,2.293010187149048
Compress,8,3,normal,0.0,0.0,0.0,0.0
Compress,8,4,normal,1.6512277603149415,1.6527528285980224,2.2931403160095214,2.3573176860809326
Compress,8,5,normal,1.6419661521911622,1.6257019519805909,2.4522145271301268,2.3220669269561767
Compress,8,1,time,1.623051643371582,1.8583687782287597,2.309901475906372,2.3004119396209717
Compress,8,2,time,0.0,0.0,0.0,0.0
Compress,8,3,time,0.0,0.0,0.0,0.0
Compress,8,4,time,0.0,0.0,2.37372465133667,2.3630717754364015
Compress,8,5,time,1.6402475357055664,1.6698568344116211,2.642229604721069,2.303706932067871
Compress,8,1,mem,1.6488805770874024,1.6191723823547364,2.2850200176239013,2.358913612365723
Compress,8,2,mem,0.0,0.0,0.0,0.0
Compress,8,3,mem,0.0,0.0,0.0,0.0
Compress,8,4,mem,0.0,0.0,2.4337011337280274,2.3808757781982424
Compress,8,5,mem,0.0,0.0,2.386641788482666,2.544841194152832
Csv,10,1,normal,1.6771605491638184,1.8623461723327637,3.2001028537750242,3.2534317493438722
Csv,10,2,normal,1.677889347076416,1.8234832286834717,3.266367292404175,3.2545888900756834
Csv,10,3,normal,1.6707790851593018,1.6685291290283204,3.3472579956054687,3.2455222606658936
Csv,10,4,normal,1.671870756149292,1.7733566761016846,3.2294259548187254,3.2851409912109375
Csv,10,5,normal,1.6845900058746337,1.7253276348114013,3.21777925491333,3.2706412792205812
Csv,10,1,time,1.7239776134490967,1.8140009880065917,3.3308678150177,3.233606243133545
Csv,10,2,time,1.7143054485321045,1.8135590076446533,3.229494571685791,3.2206422328948974
Csv,10,3,time,1.7679148197174073,1.6968806266784668,3.1928913593292236,3.3063753128051756
Csv,10,4,time,1.716556692123413,1.7274868965148926,3.205682611465454,3.2309607028961183
Csv,10,5,time,1.6953057765960693,1.7472774505615234,3.2859620571136476,3.2360512256622314
Csv,10,1,mem,1.6586400032043458,1.7084611415863038,3.355085754394531,3.223923444747925
Csv,10,2,mem,1.6837751865386963,1.7752774238586426,3.2622599601745605,3.2153356075286865
Csv,10,3,mem,1.829355525970459,1.7797905921936035,3.270299768447876,3.235951232910156
Csv,10,4,mem,1.7463014602661133,1.722186279296875,3.216924953460693,3.2514591217041016
Csv,10,5,mem,0.0,0.0,0.0,0.0
Csv,11,1,normal,0.0,0.0,0.7910276889801026,0.7779653072357178
Csv,11,2,normal,0.0,0.0,0.0,0.0
Csv,11,3,normal,0.0,0.0,0.0,0.0
Csv,11,4,normal,1.685887622833252,1.6503525733947755,0.7571895122528076,0.8402872562408448
Csv,11,5,normal,0.0,0.0,0.0,0.0
Csv,11,1,time,1.667370367050171,1.6503591537475586,0.766927433013916,0.7607837200164795
Csv,11,2,time,1.712902307510376,1.755800437927246,0.7586225509643555,0.7441403865814209
Csv,11,3,time,1.6331743717193603,1.6489577293395996,0.7416351318359375,0.7638007164001465
Csv,11,4,time,0.0,0.0,0.0,0.0
Csv,11,5,time,0.0,0.0,0.0,0.0
Csv,11,1,mem,0.0,0.0,0.0,0.0
Csv,11,2,mem,0.0,0.0,0.0,0.0
Csv,11,3,mem,0.0,0.0,0.0,0.0
Csv,11,4,mem,0.0,0.0,0.0,0.0
Csv,11,5,mem,0.0,0.0,0.0,0.0
Csv,12,1,normal,0.0,0.0,0.0,0.0
Csv,12,2,normal,0.0,0.0,0.0,0.0
Csv,12,3,normal,0.0,0.0,0.0,0.0
Csv,12,4,normal,0.0,0.0,0.0,0.0
Csv,12,5,normal,0.0,0.0,0.0,0.0
Csv,12,1,time,1.6907225131988526,1.6418173789978028,2.6497729301452635,2.66143217086792
Csv,12,2,time,0.0,0.0,0.0,0.0
Csv,12,3,time,0.0,0.0,0.0,0.0
Csv,12,4,time,0.0,0.0,0.0,0.0
Csv,12,5,time,0.0,0.0,0.0,0.0
Csv,12,1,mem,0.0,0.0,0.0,0.0
Csv,12,2,mem,0.0,0.0,0.0,0.0
Csv,12,3,mem,0.0,0.0,0.0,0.0
Csv,12,4,mem,0.0,0.0,0.0,0.0
Csv,12,5,mem,0.0,0.0,0.0,0.0
Csv,14,1,normal,0.0,0.0,0.0,0.0
Csv,14,2,normal,3.841180658340454,3.7856325626373293,3.4012741565704347,3.5604152202606203
Csv,14,3,normal,3.807487201690674,3.9138927936553953,3.461502456665039,3.4166182041168214
Csv,14,4,normal,3.9238585948944094,3.9043887138366697,3.449798345565796,3.413989019393921
Csv,14,5,normal,3.7266594886779787,3.8331952571868895,3.43698992729187,3.4186683177947996
Csv,14,1,time,3.773172950744629,3.8607230186462402,3.4525001525878904,3.473944902420044
Csv,14,2,time,3.834198236465454,3.7606479644775392,3.4614810943603516,3.4338401317596436
Csv,14,3,time,3.8751765727996825,3.9015220642089843,3.418518590927124,3.4196284294128416
Csv,14,4,time,3.827964115142822,3.887885093688965,3.403250217437744,3.424272060394287
Csv,14,5,time,3.7522695541381834,3.7422767162322996,3.4475457668304443,3.46819486618042
Csv,14,1,mem,0.0,0.0,0.0,0.0
Csv,14,2,mem,3.7510844707489013,3.7446269035339355,3.417815685272217,3.4191381454467775
Csv,14,3,mem,0.0,0.0,0.0,0.0
Csv,14,4,mem,0.0,0.0,0.0,0.0
Csv,14,5,mem,0.0,0.0,0.0,0.0
Csv,15,1,normal,4.1493385314941404,4.224662780761719,3.380163240432739,3.3334852695465087
Csv,15,2,normal,4.177475357055664,4.186835861206054,3.3610623836517335,3.36157808303833
Csv,15,3,normal,4.1442304134368895,4.158301544189453,3.3405885219573976,3.370864486694336
Csv,15,4,normal,4.208156585693359,4.20742359161377,3.3582192420959474,3.3486918926239015
Csv,15,5,normal,0.0,0.0,3.4168169498443604,3.3775325775146485
Csv,15,1,time,0.0,0.0,3.340766763687134,3.3540977954864504
Csv,15,2,time,0.0,0.0,3.453624725341797,3.4073905467987062
Csv,15,3,time,4.150894641876221,4.152236413955689,3.369731044769287,3.4247427463531492
Csv,15,4,time,4.159829902648926,4.160652780532837,3.3557237148284913,3.3535670757293703
Csv,15,5,time,0.0,0.0,0.0,0.0
Csv,15,1,mem,0.0,0.0,3.3836689949035645,3.3695234298706054
Csv,15,2,mem,0.0,0.0,3.34804630279541,3.3512689113616942
Csv,15,3,mem,4.134601211547851,4.209556436538696,3.3568416595458985,3.361683797836304
Csv,15,4,mem,4.186811351776123,4.190572023391724,3.398768997192383,3.363291931152344
Csv,15,5,mem,4.199266481399536,4.21964201927185,3.3997006893157957,3.381130838394165
Csv,1,1,normal,1.329941415786743,1.3283353328704834,2.306803512573242,2.2935426235198975
Csv,1,2,normal,1.3370353698730468,1.361829662322998,2.3276275634765624,2.315700912475586
Csv,1,3,normal,1.3654965877532959,1.3333046436309814,2.3045401096343996,2.332568407058716
Csv,1,4,normal,1.3571267604827881,1.3429216384887694,2.3359821319580076,2.332376718521118
Csv,1,5,normal,1.3339749813079833,1.3457738876342773,2.3775481224060058,2.3216656684875487
Csv,1,1,time,1.3335067749023437,1.3422914028167725,2.3207003593444826,2.2907626628875732
Csv,1,2,time,1.3775839328765869,1.3202881813049316,2.305220699310303,2.313773679733276
Csv,1,3,time,1.35752215385437,1.3382102489471435,2.3000997066497804,2.2975026607513427
Csv,1,4,time,1.3218068122863769,1.3890267372131349,2.301488256454468,2.3225989818572996
Csv,1,5,time,0.0,0.0,2.333838939666748,2.463440990447998
Csv,1,1,mem,1.337722158432007,1.344606065750122,2.3005561351776125,2.2999661922454835
Csv,1,2,mem,1.309128189086914,1.329916286468506,2.375904893875122,2.3092206001281737
Csv,1,3,mem,0.0,0.0,2.363377094268799,2.349584722518921
Csv,1,4,mem,1.3675947189331055,1.3229608058929443,2.3219905853271485,2.324853801727295
Csv,1,5,mem,1.3365691661834718,1.3184089183807373,2.3252068519592286,2.31708984375
Csv,2,1,normal,0.0,0.0,0.0,0.0
Csv,2,2,normal,1.620340061187744,1.6215668678283692,2.452365255355835,2.436958074569702
Csv,2,3,normal,1.6365983963012696,1.6241499423980712,2.406723737716675,2.4417903423309326
Csv,2,4,normal,0.0,0.0,0.0,0.0
Csv,2,5,normal,1.6251276016235352,1.5997322082519532,2.522570323944092,2.4392004013061523
Csv,2,1,time,1.6301496982574464,1.6446219444274903,2.3961304664611816,2.4287223339080812
Csv,2,2,time,1.612285041809082,1.636968469619751,0.0,0.0
Csv,2,3,time,0.0,0.0,0.0,0.0
Csv,2,4,time,0.0,0.0,0.0,0.0
Csv,2,5,time,1.6152638435363769,1.5993465900421142,0.0,0.0
Csv,2,1,mem,1.6144996166229248,1.6091164588928222,0.0,0.0
Csv,2,2,mem,1.6099357604980469,1.634351634979248,0.0,0.0
Csv,2,3,mem,1.6354256629943849,1.6230272769927978,2.402500867843628,2.411127281188965
Csv,2,4,mem,0.0,0.0,0.0,0.0
Csv,2,5,mem,1.62590594291687,1.6163972854614257,0.0,0.0
Csv,3,1,normal,0.0,0.0,0.0,0.0
Csv,3,2,normal,1.6313130378723144,1.686794137954712,2.6282095432281496,2.659283399581909
Csv,3,3,normal,0.0,0.0,0.0,0.0
Csv,3,4,normal,1.6532092094421387,1.6287498474121094,2.5633407115936278,2.618036317825317
Csv,3,5,normal,1.6421135425567628,1.6237842082977294,2.63761043548584,2.532592248916626
Csv,3,1,time,0.0,0.0,0.0,0.0
Csv,3,2,time,1.6434983253479003,1.624075174331665,2.8086339950561525,2.4966930389404296
Csv,3,3,time,0.0,0.0,0.0,0.0
Csv,3,4,time,1.6129988193511964,1.631049919128418,2.5078588008880613,2.6553138732910155
Csv,3,5,time,0.0,0.0,0.0,0.0
Csv,3,1,mem,0.0,0.0,0.0,0.0
Csv,3,2,mem,0.0,0.0,0.0,0.0
Csv,3,3,mem,0.0,0.0,0.0,0.0
Csv,3,4,mem,0.0,0.0,0.0,0.0
Csv,3,5,mem,0.0,0.0,0.0,0.0
Csv,4,1,normal,0.0,0.0,0.0,0.0
Csv,4,2,normal,0.0,0.0,0.0,0.0
Csv,4,3,normal,0.0,0.0,0.0,0.0
Csv,4,4,normal,0.0,0.0,0.0,0.0
Csv,4,5,normal,0.0,0.0,0.0,0.0
Csv,4,1,time,0.0,0.0,0.0,0.0
Csv,4,2,time,0.0,0.0,0.0,0.0
Csv,4,3,time,0.0,0.0,0.0,0.0
Csv,4,4,time,0.0,0.0,0.0,0.0
Csv,4,5,time,0.0,0.0,0.0,0.0
Csv,4,1,mem,0.0,0.0,0.0,0.0
Csv,4,2,mem,0.0,0.0,0.0,0.0
Csv,4,3,mem,0.0,0.0,0.0,0.0
Csv,4,4,mem,0.0,0.0,0.0,0.0
