pid,vid,sid,mode,fixed_dev_time,llm_dev_time,fixed_reg_time,llm_reg_time
Chart,1,3,normal,0.0,0.0,0.0,0.0
Chart,1,4,normal,0.0,0.0,0.0,0.0
Chart,1,5,normal,11.224455785751342,10.931994771957397,0.0,0.0
Chart,1,1,time,10.99320583343506,11.102936697006225,0.0,0.0
Chart,1,2,time,10.932626962661743,11.256343793869018,0.0,0.0
Chart,1,3,time,11.414815950393677,10.847670793533325,0.0,0.0
Chart,1,4,time,10.909356546401977,10.90708522796631,0.0,0.0
Chart,1,5,time,10.953886413574219,10.892362833023071,0.0,0.0
Chart,1,1,mem,0.0,0.0,0.0,0.0
Chart,1,2,mem,10.79178066253662,10.812144947052001,0.0,0.0
Chart,1,3,mem,10.87192153930664,10.802496814727784,0.0,0.0
Chart,1,4,mem,11.076596879959107,10.877890396118165,0.0,0.0
Chart,1,5,mem,10.817902755737304,10.888472604751588,0.0,0.0
Chart,20,1,normal,9.401063251495362,8.977821111679077,3.3630001068115236,3.3550312995910643
Chart,20,2,normal,8.864529132843018,9.060340070724488,3.3383115768432616,3.334726572036743
Chart,20,3,normal,9.718981790542603,9.00265555381775,3.3552620887756346,3.3453506946563722
Chart,20,4,normal,9.160662698745728,9.02336859703064,3.38677716255188,3.3858950614929197
Chart,20,5,normal,9.036248207092285,9.146298503875732,3.384046936035156,3.379710388183594
Chart,20,1,time,9.021507596969604,9.02710976600647,3.3784278869628905,3.354904365539551
Chart,20,2,time,9.077895212173463,9.280131959915161,3.3459983348846434,3.373620843887329
Chart,20,3,time,8.907974147796631,9.359948348999023,3.3778164863586424,3.3943292140960692
Chart,20,4,time,9.311427068710326,9.233360242843627,3.3544304847717283,3.351991605758667
Chart,20,5,time,8.993590831756592,9.398976898193359,3.3494476795196535,3.3838812828063967
Chart,20,1,mem,0.0,0.0,0.0,0.0
Chart,20,2,mem,9.051333856582641,9.139797449111938,3.3386778354644777,3.344028949737549
Chart,20,3,mem,8.910669422149658,9.411291694641113,3.325307321548462,3.323728847503662
Chart,20,4,mem,9.364053344726562,9.362997674942017,3.348492240905762,3.35237512588501
Chart,20,5,mem,9.152827310562134,9.128315830230713,3.3444981575012207,3.3952355861663817
Chart,23,1,normal,9.308349180221558,1.071992778778076,0.0,0.0
Chart,23,2,normal,0.0,0.0,3.958297300338745,1.096437120437622
Chart,23,3,normal,8.98827223777771,1.0641077041625977,0.0,0.0
Chart,23,4,normal,0.0,0.0,3.962544298171997,1.1106563568115235
Chart,23,5,normal,8.995043611526489,1.046706247329712,0.0,0.0
Chart,23,1,time,0.0,0.0,0.0,0.0
Chart,23,2,time,0.0,0.0,4.046716594696045,1.0724408149719238
Chart,23,3,time,0.0,0.0,3.970539617538452,1.035610818862915
Chart,23,4,time,0.0,0.0,4.234594058990479,1.0697911262512207
Chart,23,5,time,0.0,0.0,4.170445156097412,1.098123836517334
Chart,23,1,mem,0.0,0.0,4.147853040695191,1.1085981369018554
Chart,23,2,mem,0.0,0.0,0.0,0.0
Chart,23,3,mem,9.093756103515625,1.0347629547119142,0.0,0.0
Chart,23,4,mem,0.0,0.0,3.927404832839966,1.073135995864868
Chart,23,5,mem,0.0,0.0,4.245387268066406,1.1065229415893554
Chart,24,1,normal,9.054441499710084,8.99461784362793,2.413579225540161,2.4185853481292723
Chart,24,2,normal,9.008612203598023,9.904200124740601,2.3955321311950684,2.437390184402466
Chart,24,3,normal,9.052566146850586,9.148467397689819,2.4181682586669924,2.4018955707550047
Chart,24,4,normal,9.041373252868652,9.015579223632812,2.4188709259033203,2.394397020339966
Chart,24,5,normal,8.952943372726441,9.065696620941162,2.4040552616119384,2.4104012489318847
Chart,24,1,time,9.170843267440796,8.908542490005493,2.4268653869628904,2.429645299911499
Chart,24,2,time,8.962862491607666,9.067320013046265,2.389530611038208,2.408575677871704
Chart,24,3,time,9.215754222869872,9.493552637100219,2.412683296203613,2.419682502746582
Chart,24,4,time,8.999510526657104,9.027698421478272,2.3969369888305665,2.3994419097900392
Chart,24,5,time,9.0652587890625,8.909958362579346,2.3986315727233887,2.4111255645751952
Chart,24,1,mem,9.345241689682007,9.195645952224732,2.3993289470672607,2.4188538551330567
Chart,24,2,mem,9.322174978256225,9.071500015258788,2.437506675720215,2.402147388458252
Chart,24,3,mem,9.213443374633789,9.018074798583985,2.4143144607543947,2.4158883094787598
Chart,24,4,mem,0.0,0.0,0.0,0.0
Chart,24,5,mem,9.053879547119141,9.122876644134521,2.419206237792969,2.4333259582519533
Chart,3,1,normal,0.0,0.0,0.0,0.0
Chart,3,2,normal,0.0,0.0,0.0,0.0
Chart,3,3,normal,0.0,0.0,0.0,0.0
Chart,3,4,normal,0.0,0.0,0.0,0.0
Chart,3,5,normal,0.0,0.0,0.0,0.0
Chart,3,1,time,0.0,0.0,0.0,0.0
Chart,3,2,time,0.0,0.0,0.0,0.0
Chart,3,3,time,0.0,0.0,0.0,0.0
Chart,3,4,time,0.0,0.0,0.0,0.0
Chart,3,5,time,0.0,0.0,0.0,0.0
Chart,3,1,mem,0.0,0.0,0.0,0.0
Chart,3,2,mem,0.0,0.0,0.0,0.0
Chart,3,3,mem,0.0,0.0,0.0,0.0
Chart,3,4,mem,0.0,0.0,0.0,0.0
Chart,3,5,mem,0.0,0.0,0.0,0.0
Chart,6,1,normal,9.253204679489135,9.455845594406128,2.4284970283508303,2.452183389663696
Chart,6,2,normal,0.0,0.0,0.0,0.0
Chart,6,3,normal,9.767626523971558,9.269665575027465,2.4371856212615968,2.450644779205322
Chart,6,4,normal,9.516826105117797,9.588934803009034,2.4605226039886476,2.4695332527160643
Chart,6,5,normal,9.36660394668579,9.433615398406982,2.4498733997344972,2.439362716674805
Chart,6,1,time,0.0,0.0,2.8629026412963867,2.8780559062957765
Chart,6,2,time,9.466545391082764,9.240733289718628,2.454117488861084,2.455440855026245
Chart,6,3,time,9.456495809555054,9.442887020111083,2.451518487930298,2.455439233779907
Chart,6,4,time,9.410841083526611,9.426434803009034,2.4414340972900392,2.440120983123779
Chart,6,5,time,9.616905689239502,9.354000902175903,2.458683395385742,2.4541059494018556
Chart,6,1,mem,9.290180349349976,9.282302141189575,2.465272092819214,2.468768262863159
Chart,6,2,mem,0.0,0.0,0.0,0.0
Chart,6,3,mem,9.611193084716797,9.298257112503052,2.4904008865356446,2.4456625461578367
Chart,6,4,mem,9.73401198387146,9.597592878341676,2.445198392868042,2.4615035533905028
Chart,6,5,mem,9.45531611442566,9.326393175125123,2.4627353668212892,2.4463168144226075
Chart,7,1,normal,9.416452217102051,9.354784870147705,3.0447248458862304,3.0462045669555664
Chart,7,2,normal,0.0,0.0,0.0,0.0
Chart,7,3,normal,0.0,0.0,0.0,0.0
Chart,7,4,normal,0.0,0.0,0.0,0.0
Chart,7,5,normal,9.412357568740845,9.742383861541748,3.089506721496582,3.0696779251098634
Chart,7,1,time,0.0,0.0,0.0,0.0
Chart,7,2,time,9.289386129379272,9.757061386108399,3.068210220336914,3.04984769821167
Chart,7,3,time,9.274940919876098,9.341559600830077,3.071899747848511,3.065592908859253
Chart,7,4,time,9.375384950637818,9.378141021728515,3.0752288818359377,3.0449310302734376
Chart,7,5,time,0.0,0.0,0.0,0.0
Chart,7,1,mem,0.0,0.0,0.0,0.0
Chart,7,2,mem,9.391588068008422,9.353275394439697,3.086660146713257,3.016788911819458
Chart,7,3,mem,9.448384952545165,9.465877676010132,3.0505855083465576,3.0605626106262207
Chart,7,4,mem,9.321761322021484,9.4920166015625,3.0303256511688232,3.027845335006714
Chart,7,5,mem,9.24271993637085,9.502682828903199,3.0222951412200927,3.066241216659546
Chart,8,1,normal,0.0,0.0,0.0,0.0
Chart,8,2,normal,0.0,0.0,0.0,0.0
Chart,8,3,normal,9.929183769226075,9.27576413154602,2.6580678462982177,2.6816853523254394
Chart,8,4,normal,9.41906008720398,9.235063123703004,2.662187099456787,2.6401586532592773
Chart,8,5,normal,0.0,0.0,0.0,0.0
Chart,8,1,time,9.495010948181152,9.339174461364745,2.662069892883301,2.6470956802368164
Chart,8,2,time,0.0,0.0,0.0,0.0
Chart,8,3,time,9.406762599945068,9.450357818603516,2.6473983764648437,2.6630655765533446
Chart,8,4,time,9.364659881591797,9.338604927062988,2.6601744174957274,2.6992754459381105
Chart,8,5,time,9.318113946914673,9.352090978622437,2.6492599964141847,2.6624457836151123
Chart,8,1,mem,0.0,0.0,0.0,0.0
Chart,8,2,mem,0.0,0.0,0.0,0.0
Chart,8,3,mem,9.887556314468384,9.320834016799926,2.6610970973968504,2.674682092666626
Chart,8,4,mem,0.0,0.0,0.0,0.0
Chart,8,5,mem,0.0,0.0,0.0,0.0
Compress,12,1,normal,0.0,0.0,0.0,0.0
Compress,12,2,normal,0.0,0.0,0.0,0.0
Compress,12,3,normal,3.0844017028808595,3.0981492519378664,2.4981622219085695,2.5235838413238527
Compress,12,4,normal,2.4352549076080323,2.463681697845459,2.9378218173980715,2.6559417247772217
Compress,12,5,normal,2.8954890251159666,2.4371736526489256,2.4742494106292723,2.7008832454681397
Compress,12,1,time,2.44609694480896,2.966119623184204,2.5047226905822755,2.5287482738494873
Compress,12,2,time,2.4221447467803956,2.4226332187652586,2.915013647079468,2.4893542289733888
Compress,12,3,time,0.0,0.0,0.0,0.0
Compress,12,4,time,2.9733039855957033,2.4468115329742433,2.545854091644287,2.4850464820861817
Compress,12,5,time,2.4617205619812013,3.089161586761475,2.474876546859741,2.925315427780151
Compress,12,1,mem,0.0,0.0,0.0,0.0
Compress,12,2,mem,0.0,0.0,0.0,0.0
Compress,12,3,mem,2.4525482177734377,2.9979336738586424,2.4811194896698,2.982284927368164
Compress,12,4,mem,2.431366491317749,2.4271668910980226,2.971397542953491,2.4893847942352294
Compress,12,5,mem,0.0,0.0,0.0,0.0
Compress,13,1,normal,2.916093921661377,2.5311355113983156,2.605211544036865,2.7817224502563476
Compress,13,2,normal,2.4595808506011965,2.7437542915344237,2.5730094432830812,2.7801836490631104
Compress,13,3,normal,2.443562364578247,2.8991538524627685,2.6034355640411375,2.661064624786377
Compress,13,4,normal,2.4347296237945555,2.4306034088134765,2.8499897003173826,2.637753629684448
Compress,13,5,normal,0.0,0.0,2.7876577854156492,2.689886951446533
Compress,13,1,time,2.621233034133911,2.5548500537872316,2.7764907836914063,2.613707256317139
Compress,13,2,time,2.4867475986480714,2.4449658393859863,3.22749342918396,2.601504755020142
Compress,13,3,time,2.470069980621338,2.780345106124878,2.9473772048950195,2.603021335601807
Compress,13,4,time,2.7959706783294678,2.4807135105133056,2.73243727684021,2.5869146823883056
Compress,13,5,time,2.4583738803863526,2.495477485656738,3.4288310527801515,2.5913336277008057
Compress,13,1,mem,2.4556793689727785,2.78578667640686,2.9193045616149904,2.604380178451538
Compress,13,2,mem,2.919887161254883,2.4459133625030516,2.6287866115570067,2.6342184066772463
Compress,13,3,mem,2.426703929901123,2.471278715133667,3.2270620346069334,2.6156256675720213
Compress,13,4,mem,2.517528533935547,2.7810644149780273,2.7303957462310793,2.612579917907715
Compress,13,5,mem,2.805500936508179,2.438931179046631,2.701595735549927,2.609022617340088
Compress,14,1,normal,2.72045521736145,2.4421998977661135,2.3404566764831545,2.535344886779785
Compress,14,2,normal,2.423025608062744,2.9061074256896973,2.3634573936462404,2.3499900817871096
Compress,14,3,normal,2.4437805652618407,2.451084518432617,2.345117282867432,2.5466127395629883
Compress,14,4,normal,2.50185341835022,2.6804335594177244,2.3530948638916014,2.3475505828857424
Compress,14,5,normal,0.0,0.0,0.0,0.0
Compress,14,1,time,2.447822332382202,2.4611287117004395,2.3573235988616945,2.8499242305755614
Compress,14,2,time,2.4178579330444334,2.82412371635437,2.579095697402954,2.3191904544830324
Compress,14,3,time,2.46893310546875,2.638163757324219,2.3677350521087646,2.4307180881500243
Compress,14,4,time,2.566845655441284,2.4475542545318603,2.337166404724121,2.434056043624878
Compress,14,5,time,2.4122672080993652,2.7592580318450928,2.3938590049743653,2.3678317070007324
Compress,14,1,mem,2.4571505546569825,2.4277570247650146,2.3677902698516844,2.637608194351196
Compress,14,2,mem,2.4585031032562257,2.7327950477600096,2.353496265411377,2.335487794876099
Compress,14,3,mem,2.4137555599212646,2.501163148880005,2.3676844596862794,2.699483871459961
Compress,14,4,mem,0.0,0.0,0.0,0.0
Compress,14,5,mem,0.0,0.0,0.0,0.0
Compress,15,1,normal,0.0,0.0,0.0,0.0
Compress,15,2,normal,2.456906795501709,2.522769832611084,2.6035753726959228,3.2812215805053713
Compress,15,3,normal,2.516429138183594,2.5686760902404786,2.6186474323272706,2.748564052581787
Compress,15,4,normal,2.491723966598511,2.7560370922088624,0.0,0.0
Compress,15,5,normal,2.4610198974609374,2.767485570907593,2.6330349922180174,2.674092102050781
Compress,15,1,time,0.0,0.0,0.0,0.0
Compress,15,2,time,2.469760370254517,2.4816466331481934,2.666717004776001,2.7960231781005858
Compress,15,3,time,0.0,0.0,0.0,0.0
Compress,15,4,time,2.8389827251434325,2.531782388687134,2.6013103485107423,2.6603348731994627
Compress,15,5,time,0.0,0.0,0.0,0.0
Compress,15,1,mem,2.9364020347595217,2.537765455245972,2.6059401988983155,2.6005712509155274
Compress,15,2,mem,0.0,0.0,0.0,0.0
Compress,15,3,mem,0.0,0.0,0.0,0.0
Compress,15,4,mem,0.0,0.0,0.0,0.0
Compress,15,5,mem,0.0,0.0,0.0,0.0
Compress,16,1,normal,0.0,0.0,0.0,0.0
Compress,16,2,normal,0.0,0.0,2.698063278198242,3.2074060916900633
Compress,16,3,normal,0.0,0.0,0.0,0.0
Compress,16,4,normal,2.4961469173431396,2.9838959217071532,2.6273313999176025,2.6020172595977784
Compress,16,5,normal,0.0,0.0,2.7061272621154786,2.716414737701416
Compress,16,1,time,0.0,0.0,0.0,0.0
Compress,16,2,time,0.0,0.0,0.0,0.0
Compress,16,3,time,0.0,0.0,0.0,0.0
Compress,16,4,time,0.0,0.0,0.0,0.0
Compress,16,5,time,0.0,0.0,0.0,0.0
Compress,16,1,mem,0.0,0.0,0.0,0.0
Compress,16,2,mem,0.0,0.0,0.0,0.0
Compress,16,3,mem,0.0,0.0,0.0,0.0
Compress,16,4,mem,0.0,0.0,0.0,0.0
Compress,16,5,mem,0.0,0.0,0.0,0.0
Compress,17,1,normal,3.082003927230835,2.587020015716553,2.4083766460418703,2.681611442565918
Compress,17,2,normal,2.531927728652954,2.714775896072388,2.409364700317383,2.4525536060333253
Compress,17,3,normal,2.567121648788452,2.539299154281616,2.539888048171997,2.4143421173095705
Compress,17,4,normal,0.0,0.0,0.0,0.0
Compress,17,5,normal,2.716295337677002,2.487235927581787,2.4241196155548095,2.5136991500854493
Compress,17,1,time,0.0,0.0,2.5203999519348144,2.5815057277679445
Compress,17,2,time,2.5185511112213135,2.7541046142578125,2.4317996501922607,2.4491671562194823
Compress,17,3,time,2.498409557342529,2.5126811981201174,2.4351418018341064,2.4086544513702393
Compress,17,4,time,2.6276997089385987,2.5295591354370117,2.422622871398926,2.420153331756592
Compress,17,5,time,2.5245669364929197,2.476076126098633,2.42834267616272,2.4898738861083984
Compress,17,1,mem,0.0,0.0,0.0,0.0
Compress,17,2,mem,2.4823761940002442,2.6261733531951905,2.545859718322754,2.399458122253418
Compress,17,3,mem,2.535322093963623,2.4954946994781495,2.4194372653961183,2.5439485549926757
Compress,17,4,mem,2.4785043239593505,2.6523037433624266,2.481798553466797,2.4057115077972413
Compress,17,5,mem,0.0,0.0,0.0,0.0
Compress,18,1,normal,3.0177053451538085,2.542607641220093,2.717429780960083,2.6617895126342774
Compress,18,2,normal,2.503198432922363,2.5031986236572266,3.122443675994873,2.643834638595581
Compress,18,3,normal,2.7090686798095702,2.4574410915374756,2.8259345054626466,2.6497427940368654
Compress,18,4,normal,2.8324490070343016,2.5151734352111816,2.7913325786590577,2.640741777420044
Compress,18,5,normal,2.4792019844055178,2.5320741176605224,3.0084501266479493,2.6334964275360107
Compress,18,1,time,2.4996522426605225,2.7695345878601074,2.6897440433502195,2.663261651992798
Compress,18,2,time,2.780189609527588,2.5233869552612305,2.677403974533081,2.72951135635376
Compress,18,3,time,2.4791845321655273,2.533249282836914,2.6500461101531982,3.0430068016052245
Compress,18,4,time,0.0,0.0,0.0,0.0
Compress,18,5,time,2.4728306770324706,2.730617570877075,2.7122119903564452,2.6408259868621826
Compress,18,1,mem,0.0,0.0,0.0,0.0
Compress,18,2,mem,0.0,0.0,0.0,0.0
Compress,18,3,mem,2.616951656341553,2.718271780014038,2.648563051223755,2.730356740951538
Compress,18,4,mem,0.0,0.0,0.0,0.0
Compress,18,5,mem,0.0,0.0,0.0,0.0
Compress,19,1,normal,2.2519330978393555,2.7005136489868162,2.5043514728546143,2.3943028926849363
Compress,19,2,normal,2.281832456588745,2.2746303558349608,2.3924996852874756,2.932673692703247
Compress,19,3,normal,2.3953303337097167,2.2515135288238524,2.38535590171814,2.499642753601074
Compress,19,4,normal,2.28428373336792,2.2756278991699217,2.376047658920288,2.548364686965942
Compress,19,5,normal,2.2762205600738525,2.391849327087402,2.375587272644043,2.398874378204346
Compress,19,1,time,0.0,0.0,0.0,0.0
Compress,19,2,time,0.0,0.0,0.0,0.0
Compress,19,3,time,2.350658988952637,2.2598025798797607,2.382550811767578,2.4124362468719482
Compress,19,4,time,0.0,0.0,0.0,0.0
Compress,19,5,time,2.271145248413086,2.2660558223724365,2.4028939247131347,2.5343798637390136
Compress,19,1,mem,2.259500026702881,2.5477580070495605,2.3692903995513914,2.393117141723633
Compress,19,2,mem,2.2626761913299562,2.26977653503418,2.691542959213257,2.4043538570404053
Compress,19,3,mem,2.51643590927124,2.2593739509582518,2.4545519828796385,2.403194808959961
Compress,19,4,mem,2.268297004699707,2.2376474380493163,2.598746347427368,2.363006114959717
Compress,19,5,mem,2.5710152626037597,2.256080722808838,2.4037263870239256,2.4585694789886476
Compress,1,1,normal,1.2512090682983399,1.225324535369873,2.9908262729644775,2.49013729095459
Compress,1,2,normal,0.0,0.0,0.0,0.0
Compress,1,3,normal,0.0,0.0,0.0,0.0
Compress,1,4,normal,1.5007303714752198,1.5093944072723389,2.4662107944488527,2.6826498031616213
Compress,1,5,normal,1.5044710159301757,1.4453088283538817,2.927940607070923,2.639443016052246
Compress,1,1,time,1.2318108081817627,1.2390745162963868,2.469067859649658,3.074217510223389
Compress,1,2,time,1.2434383869171142,1.2341664791107179,0.0,0.0
Compress,1,3,time,1.3943044662475585,1.2685447692871095,2.6987621784210205,2.9513217926025392
Compress,1,4,time,1.2392362117767335,1.2473734855651855,0.0,0.0
Compress,1,5,time,0.0,0.0,0.0,0.0
Compress,1,1,mem,1.455132532119751,1.4384474754333496,2.4635042190551757,2.5039239883422852
Compress,1,2,mem,1.261906623840332,1.2221479415893555,2.9494159698486326,2.475844383239746
Compress,1,3,mem,0.0,0.0,0.0,0.0
Compress,1,4,mem,1.255560302734375,1.2391955375671386,2.913777303695679,2.536705255508423
Compress,1,5,mem,0.0,0.0,0.0,0.0
Compress,21,1,normal,3.301116371154785,3.0283031463623047,3.164501762390137,2.820275402069092
Compress,21,2,normal,3.2134859561920166,3.1105048179626467,2.8947490215301515,3.101403999328613
Compress,21,3,normal,3.079842472076416,3.4386643886566164,2.949427366256714,2.841963291168213
Compress,21,4,normal,0.0,0.0,0.0,0.0
Compress,21,5,normal,3.42644681930542,3.049634599685669,2.851756954193115,3.063616991043091
Compress,21,1,time,3.02919979095459,3.4417298793792725,2.9812381744384764,2.8653704166412353
Compress,21,2,time,3.1905469417572023,3.0948559761047365,3.122286081314087,2.8845030307769775
Compress,21,3,time,3.6375704288482664,3.0752883434295653,2.8654199123382567,2.962286615371704
Compress,21,4,time,0.0,0.0,0.0,0.0
Compress,21,5,time,3.0736480712890626,3.21477632522583,2.821147155761719,2.842544507980347
Compress,21,1,mem,3.886350393295288,3.0539987087249756,2.866861343383789,2.996707534790039
Compress,21,2,mem,3.0520835399627684,3.9241653442382813,2.874067449569702,2.847681427001953
Compress,21,3,mem,0.0,0.0,0.0,0.0
Compress,21,4,mem,3.8218228340148928,3.040843152999878,2.865751028060913,2.954716444015503
Compress,21,5,mem,0.0,0.0,0.0,0.0
Compress,23,1,normal,4.952792310714722,4.803201293945312,3.0272091388702393,3.0254525661468508
Compress,23,2,normal,4.738852167129517,4.725728988647461,3.0655967235565185,3.025311088562012
Compress,23,3,normal,4.931598281860351,4.740690803527832,3.016137933731079,3.0479394435882567
Compress,23,4,normal,4.660245513916015,4.747451591491699,3.0148245811462404,3.0259283542633058
Compress,23,5,normal,4.672971773147583,4.66996431350708,3.0166271686553956,3.0051300525665283
Compress,23,1,time,4.589499568939209,4.687897539138794,3.015945816040039,3.0505993366241455
Compress,23,2,time,4.668324613571167,4.803873014450073,3.0386335372924806,3.019736623764038
Compress,23,3,time,4.992942476272583,4.772340250015259,3.044049835205078,3.035538339614868
Compress,23,4,time,4.723433780670166,4.875975608825684,3.0382545948028565,3.070400094985962
Compress,23,5,time,4.725996208190918,4.625855112075806,3.010860967636108,3.0307118892669678
Compress,23,1,mem,4.736629295349121,4.845864009857178,3.0369769096374513,3.054061508178711
Compress,23,2,mem,4.872567558288575,4.638907623291016,3.0266281604766845,3.0073874950408936
Compress,23,3,mem,4.852132892608642,4.657983493804932,3.031455564498901,3.037015676498413
Compress,23,4,mem,4.704627323150635,4.8154443264007565,3.0384019374847413,3.009720706939697
Compress,23,5,mem,4.777797365188599,4.802684354782104,3.0182281970977782,3.053945779800415
Compress,24,1,normal,5.438547420501709,4.825332117080689,2.494400691986084,2.418467330932617
Compress,24,2,normal,4.790968942642212,5.255778026580811,2.4363420486450194,2.440373086929321
Compress,24,3,normal,5.433268117904663,4.7503783226013185,2.447472667694092,2.4150595664978027
Compress,24,4,normal,4.723940324783325,5.3419629573822025,2.4391042232513427,2.5277857780456543
Compress,24,5,normal,5.157164859771728,4.9409966468811035,2.421213912963867,2.416355609893799
Compress,24,1,time,5.347512245178223,5.078287792205811,2.4761379241943358,2.4314666271209715
Compress,24,2,time,5.232171201705933,4.966834354400635,2.4348557949066163,2.626615524291992
Compress,24,3,time,4.785638952255249,5.313856697082519,2.429017734527588,2.4588117599487305
Compress,24,4,time,4.89307050704956,5.242491674423218,2.432130765914917,2.4142489433288574
Compress,24,5,time,0.0,0.0,0.0,0.0
Compress,24,1,mem,5.221820402145386,4.718442106246949,2.518593978881836,2.4310187816619875
Compress,24,2,mem,5.1827493667602536,4.811026334762573,2.6871620178222657,2.4185739040374754
Compress,24,3,mem,5.334929132461548,4.682183408737183,2.591684913635254,2.4265037536621095
Compress,24,4,mem,4.922898769378662,4.949129581451416,2.4430620193481447,2.4614569187164306
Compress,24,5,mem,4.675028657913208,5.4163392066955565,2.4344385623931886,2.5659249782562257
Compress,25,1,normal,5.222759008407593,4.866291236877442,3.0083263874053956,3.078138589859009
Compress,25,2,normal,5.152246809005737,4.933152103424073,3.0604569911956787,3.070773458480835
Compress,25,3,normal,5.0051984786987305,5.210095977783203,3.051369380950928,3.0531503677368166
Compress,25,4,normal,5.09196891784668,5.098999261856079,3.044915866851807,3.02080397605896
Compress,25,5,normal,4.8432310104370115,5.348997116088867,3.042582130432129,3.0616471767425537
Compress,25,1,time,4.703308820724487,4.920549201965332,3.189336824417114,3.027926874160767
Compress,25,2,time,4.713130283355713,5.278978681564331,3.1251177310943605,3.0349007129669188
Compress,25,3,time,4.837294578552246,4.922000885009766,3.016543817520142,3.047801971435547
Compress,25,4,time,5.194938850402832,5.127096319198609,3.0218846797943115,3.04775390625
Compress,25,5,time,5.265593671798706,4.764366292953492,3.3276698112487795,3.02890567779541
Compress,25,1,mem,4.625977993011475,5.20973162651062,3.030547857284546,3.1091705322265626
Compress,25,2,mem,4.999596452713012,5.075412559509277,3.040505123138428,3.0326815605163575
Compress,25,3,mem,5.16653265953064,4.759746170043945,3.270360517501831,3.0244914531707763
Compress,25,4,mem,0.0,0.0,0.0,0.0
Compress,25,5,mem,4.807703924179077,5.224018621444702,3.045973205566406,3.0186980247497557
